UniqueID,IDnotebook,CollectionDate,SeasonDay,Location,CollectorName,InfectionDate,Dose,DoseBacteriaNumber,BacterialSpecies,Treatment,Death_date,Days_post_infection,Status,PronotumLength,PronotumMeasured,ElytralLength,ElytralMeasured,Mass,MassMeasured,Notes,PhysiologicalCondition,ELBins,MassBins,SeasonDayBins
A712,B86,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,NA,0,02_PBS,02_PBS ,25-Jul,10,1,3.51,Y,9.87,Y,0.0325,Y,,0.003292806,3,2,2
A758,MJT107,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,NA,0,02_PBS,02_PBS ,23-Jul,8,1,3.46,Y,8.94,Y,0.0329,Y,,0.003680089,3,2,2
A594,C15,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,NA,0,02_PBS,02_PBS ,1-Aug,17,1,2.65,Y,8.93,Y,0.0338,Y,,0.003784994,3,2,2
A547,EVB70,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,NA,0,02_PBS,02_PBS ,19-Jul,4,1,3.39,Y,10.34,Y,0.0365,Y,,0.003529981,3,2,2
A644,EVB72,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,NA,0,02_PBS,02_PBS ,27-Jul,12,1,2.42,Y,8.6,Y,0.037,Y,,0.004302326,2,2,2
A595,AZ111,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,NA,0,02_PBS,02_PBS ,25-Jul,10,1,2.11,Y,7.83,Y,0.0394,Y,,0.005031928,2,3,2
A756,EVB98,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,NA,0,02_PBS,02_PBS ,18-Jul,3,1,3.12,Y,10.22,Y,0.0421,Y,,0.004119374,3,3,2
A711,VS128,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,NA,0,02_PBS,02_PBS ,1-Aug,17,1,2.99,Y,9.82,Y,0.0454,Y,,0.004623218,3,3,2
A642,EVB71,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,NA,0,02_PBS,02_PBS ,20-Jul,5,1,2.27,Y,10.21,Y,0.0555,Y,,0.005435847,3,4,2
A842,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,NA,0,02_PBS,02_PBS ,23-Jul,3,1,2.43,Y,8.35,Y,0.0188,Y,,0.002251497,2,1,2
A843,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,NA,0,02_PBS,02_PBS ,1-Aug,12,1,2.14,Y,7.96,Y,0.0214,Y,,0.002688442,2,1,2
A872,MJT119,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,NA,0,02_PBS,02_PBS ,23-Jul,3,1,1.65,Y,7.91,Y,0.0228,Y,,0.002882427,2,1,2
A845,EVB110,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,NA,0,02_PBS,02_PBS ,25-Jul,5,1,2.1,Y,8.96,Y,0.0267,Y,,0.002979911,3,1,2
A844,EVB115,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,NA,0,02_PBS,02_PBS ,25-Jul,5,1,2.46,Y,7.55,Y,0.0268,Y,,0.003549669,2,1,2
A816,MT122,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,NA,0,02_PBS,02_PBS ,25-Jul,5,1,3.12,Y,9.35,Y,0.0285,Y,,0.003048128,3,2,2
A841,AZ126,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,NA,0,02_PBS,02_PBS ,24-Jul,4,1,3.36,Y,8.14,Y,0.0289,Y,,0.003550369,2,2,2
A868,MT134,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,NA,0,02_PBS,02_PBS ,1-Aug,12,1,1.91,Y,9.08,Y,0.0308,Y,,0.00339207,3,2,2
A818,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,NA,0,02_PBS,02_PBS ,21-Jul,1,1,2.65,Y,10.17,Y,0.0313,Y,,0.003077679,3,2,2
A873,MJT121,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,NA,0,02_PBS,02_PBS ,29-Jul,9,1,2.86,Y,8.98,Y,0.0316,Y,,0.003518931,3,2,2
A874,MJT129,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,NA,0,02_PBS,02_PBS ,27-Jul,7,1,2.67,Y,9.13,Y,0.0317,Y,,0.00347207,3,2,2
A817,MT123,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,NA,0,02_PBS,02_PBS ,28-Jul,8,1,2.93,Y,9.26,Y,0.034,Y,,0.003671706,3,2,2
A814,AZ128,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,NA,0,02_PBS,02_PBS ,1-Aug,12,1,3.19,Y,8.86,Y,0.0345,Y,,0.003893905,2,2,2
A815,C22,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,NA,0,02_PBS,02_PBS ,28-Jul,8,1,3.01,Y,9.09,Y,0.0352,Y,,0.003872387,3,2,2
A846,EVB123,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,NA,0,02_PBS,02_PBS ,30-Jul,10,1,3.02,Y,10.55,Y,0.0362,Y,,0.00343128,4,2,2
A819,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,NA,0,02_PBS,02_PBS ,1-Aug,12,1,3.34,Y,9.96,Y,0.0384,Y,,0.003855422,3,2,2
A871,AZ138,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,NA,0,02_PBS,02_PBS ,3-Aug,14,1,2.86,Y,9.22,Y,0.0398,Y,,0.004316703,3,3,2
A869,AZ143,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,NA,0,02_PBS,02_PBS ,3-Aug,14,1,2.03,Y,10.17,Y,0.0403,Y,,0.003962635,3,3,2
A813,AZ136,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,NA,0,02_PBS,02_PBS ,30-Jul,10,1,3.64,Y,10.56,Y,0.0493,Y,,0.004668561,4,3,2
A870,AZ144,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,NA,0,02_PBS,02_PBS ,5-Aug,16,1,2.21,Y,9.42,Y,0.0532,Y,,0.005647558,3,4,2
A970,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,NA,0,02_PBS,02_PBS ,29-Jul,8,1,2.04,Y,7.75,Y,0.0218,Y,,0.002812903,2,1,3
A964,EVB136,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,NA,0,02_PBS,02_PBS ,23-Jul,2,1,2.26,Y,7.94,Y,0.0227,Y,,0.002858942,2,1,3
A1001,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,2.25,Y,8.16,Y,0.0229,Y,,0.002806373,2,1,3
A963,EVB137,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,NA,0,02_PBS,02_PBS ,27-Jul,6,1,2.03,Y,9.51,Y,0.0231,Y,,0.002429022,3,1,3
A966,EVB140,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,2.21,Y,8.83,Y,0.0234,Y,,0.002650057,2,1,3
A999,AZ158,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,27-Jul,6,1,2.19,Y,8.2,Y,0.0236,Y,,0.002878049,2,1,3
A934,AZ145,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,2.69,Y,10.53,Y,0.0239,Y,,0.002269706,4,1,3
A969,MT146,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,NA,0,02_PBS,02_PBS ,2-Aug,12,1,3.01,Y,7.21,Y,0.0245,Y,,0.003398058,1,1,3
A997,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,2.48,Y,7.08,Y,0.0245,Y,,0.003460452,1,1,3
A967,EVB130,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,NA,0,02_PBS,02_PBS ,29-Jul,8,1,3.27,Y,8.56,Y,0.0259,Y,,0.003025701,2,1,3
A998,MT142,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,2.67,Y,8.97,Y,0.0272,Y,,0.00303233,3,2,3
A1002,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,NA,0,02_PBS,02_PBS ,22-Jul,1,1,2.24,Y,9.82,Y,0.0279,Y,,0.002841141,3,2,3
A932,AZ152,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,28-Jul,7,1,3.02,Y,8.39,Y,0.0286,Y,,0.00340882,2,2,3
A931,AZ153,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,23-Jul,2,1,2.91,Y,9.03,Y,0.0289,Y,,0.003200443,3,2,3
A938,AZ163,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,28-Jul,7,1,2.29,Y,10.36,Y,0.0289,Y,,0.002789575,3,2,3
A936,AZ150,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,3.22,Y,8.91,Y,0.0307,Y,,0.003445567,2,2,3
A995,MT149,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,NA,0,02_PBS,02_PBS ,30-Jul,9,1,3.08,Y,8.47,Y,0.0316,Y,,0.003730815,2,2,3
A933,AZ155,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,23-Jul,2,1,2.35,Y,8.71,Y,0.0321,Y,,0.003685419,2,2,3
A935,AZ148,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,21-Jul,NA,0,02_PBS,02_PBS ,26-Jul,5,1,3,Y,8.92,Y,0.033,Y,,0.003699552,2,2,3
A1000,MT144,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,NA,0,02_PBS,02_PBS ,31-Jul,10,1,2.55,Y,8.39,Y,0.0346,Y,,0.004123957,2,2,3
A968,MT148,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,NA,0,02_PBS,02_PBS ,23-Jul,2,1,2.94,Y,9.78,Y,0.0381,Y,,0.003895706,3,2,3
A965,EVB133,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,NA,0,02_PBS,02_PBS ,27-Jul,6,1,2.68,Y,8.19,Y,0.0306,Y,,0.003736264,2,2,3
A1033,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,NA,0,02_PBS,02_PBS ,4-Aug,7,1,2.14,Y,7.33,Y,0.0262,Y,,0.003574352,1,1,4
A1034,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,NA,0,02_PBS,02_PBS ,29-Jul,1,1,4.22,Y,10.45,Y,0.0345,Y,,0.003301435,4,2,4
A1036,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,NA,0,02_PBS,02_PBS ,29-Jul,1,1,2.03,Y,9.03,Y,0.0364,Y,,0.004031008,3,2,4
A1032,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,NA,0,02_PBS,02_PBS ,7-Aug,10,1,2.82,Y,10,Y,0.0374,Y,,0.00374,3,2,4
A1035,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,NA,0,02_PBS,02_PBS ,4-Aug,7,1,3.07,Y,9.53,Y,0.0378,Y,,0.003966422,3,2,4
A1031,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,NA,0,02_PBS,02_PBS ,5-Aug,8,1,3.89,Y,10.24,Y,0.0396,Y,,0.003867188,3,3,4
A1121,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,1.55,Y,6.86,Y,0.0157,Y,,0.00228863,1,1,4
A1148 (PRESERVATION end: 1:54 pm),MT210,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.06,Y,8.01,Y,0.0169,Y,,0.002109863,2,1,4
A1126,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.09,Y,7.59,Y,0.0195,Y,,0.00256917,2,1,4
A1145,MT207,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.2,Y,8.19,Y,0.0199,Y,,0.002429792,2,1,4
A1146,MT208,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.19,Y,8.61,Y,0.0225,Y,,0.00261324,2,1,4
A1135,MT197,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,31-Jul,2,1,2.27,Y,9.21,Y,0.0233,Y,DEAD AT 48 HRS ,0.002529859,3,1,4
A1123,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,30-Jul,1,1,1.94,Y,8.67,Y,0.0236,Y,DEAD BEFORE EXTRACTION,0.00272203,2,1,4
A1127,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.28,Y,8.43,Y,0.0239,Y,,0.002835113,2,1,4
A1137,MT199,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.76,Y,8.97,Y,0.0243,Y,,0.00270903,3,1,4
A1132,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,30-Jul,1,1,2.66,Y,9.11,Y,0.0249,Y,DEAD BEFORE EXTRACTION ,0.00273326,3,1,4
A1136,MT198,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.28,Y,8.24,Y,0.0251,Y,,0.003046117,2,1,4
A1139,MT201,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.38,Y,8.57,Y,0.0252,Y,,0.00294049,2,1,4
A1129,SEL,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.23,Y,9.16,Y,0.0264,Y,,0.002882096,3,1,4
A1131,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.25,Y,8.05,Y,0.0267,Y,,0.00331677,2,1,4
A1122,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.59,Y,8.86,Y,0.0293,Y,,0.003306998,2,2,4
A1125,DP79,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.29,Y,8.97,Y,0.0298,Y,,0.003322185,3,2,4
A1138,MT200,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.88,Y,7.94,Y,0.03,Y,,0.003778338,2,2,4
A1143,MT205,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,30-Jul,1,1,2.26,Y,9.2,Y,0.0308,Y,DEAD BEFORE 24 HRS ,0.003347826,3,2,4
A1141,MT203,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.73,Y,9.45,Y,0.0317,Y,,0.003354497,3,2,4
A1147,MT209,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,31-Jul,2,1,2.8,Y,9.18,Y,0.0319,Y,DEAD AT 48 HRS ,0.003474946,3,2,4
A1119 (INJECTION start: 1:16 pm); PRESERVATION start: 1:50 pm),MT195,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.5,Y,8,Y,0.0325,Y,,0.0040625,2,2,4
A1140,MT202,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.71,Y,9.93,Y,0.0325,Y,,0.00327291,3,2,4
A1144,MT206,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,1.84,Y,8.49,Y,0.0325,Y,,0.003828033,2,2,4
A1124,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.25,Y,9.06,Y,0.0335,Y,,0.003697572,3,2,4
A1130,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.18,Y,9.98,Y,0.0337,Y,,0.003376754,3,2,4
A1142,MT204,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.67,Y,9.47,Y,0.0338,Y,,0.003569166,3,2,4
A1128,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.41,Y,9.61,Y,0.0352,Y,,0.003662851,3,2,4
A1120,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.63,Y,9.89,Y,0.038,Y,,0.003842265,3,2,4
A1134 (PRESERVATION start: 1:14 pm),MT196,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,NA,0,02_PBS,02_PBS ,NA,2,0,2.92,Y,10.1,Y,0.0407,Y,,0.004029703,3,3,4
A1133 (PRESERVATION end: 2:18 pm),EVB165,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek,29-Jul,NA,0,02_PBS,02_PBS ,NA,1,0,2.63,Y,9.87,Y,0.0408,Y,,0.004133739,3,3,4
A1161,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,NA,0,02_PBS,02_PBS ,5-Aug,2,1,2.72,Y,8.85,Y,0.0215,Y,dead at 48 hours ,0.002429379,2,1,4
A1152,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.53,Y,8.1,Y,0.0222,Y,,0.002740741,2,1,4
A1159,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.9,Y,8.81,Y,0.0224,Y,,0.002542565,2,1,4
A1164,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,NA,0,02_PBS,02_PBS ,NA,2,0,2.19,Y,7.61,Y,0.0236,Y,,0.003101183,2,1,4
A1160,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.08,Y,9.05,Y,0.0242,Y,,0.002674033,3,1,4
A1162,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,NA,0,02_PBS,02_PBS ,5-Aug,2,1,2.79,Y,9.31,Y,0.0269,Y,dead at 48 hours ,0.002889366,3,1,4
A1154,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.39,Y,8.47,Y,0.0277,Y,,0.003270366,2,2,4
A1150,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.31,Y,8.14,Y,0.028,Y,,0.003439803,2,2,4
A1156,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.37,Y,9.45,Y,0.0286,Y,,0.003026455,3,2,4
A1165,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,NA,0,02_PBS,02_PBS ,NA,2,0,2.84,Y,8.4,Y,0.0286,Y,,0.003404762,2,2,4
A1149 ,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.3,Y,9.1,Y,0.0302,Y,,0.003318681,3,2,4
A1151,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.34,Y,8.56,Y,0.0304,Y,,0.003551402,2,2,4
A1158,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.81,Y,9.27,Y,0.0305,Y,,0.003290183,3,2,4
A1163,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,NA,0,02_PBS,02_PBS ,NA,2,0,2.9,Y,8.87,Y,0.032,Y,,0.003607666,2,2,4
A1166,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,NA,0,02_PBS,02_PBS ,NA,2,0,2.44,Y,9.75,Y,0.0345,Y,,0.003538462,3,2,4
A1153,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,3.34,Y,10.35,Y,0.036,Y,,0.003478261,3,2,4
A1157,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.75,Y,10.22,Y,0.0371,Y,,0.003630137,3,2,4
A1155,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,NA,0,02_PBS,02_PBS ,NA,1,0,2.83,Y,10.23,Y,0.0414,Y,,0.004046921,3,3,4
A562,EVB64,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,27-Jul,12,1,3.18,Y,8.3,Y,0.0192,Y,,0.002313253,2,1,2
A565,EVB91,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,20-Jul,5,1,3.07,Y,8.48,Y,0.0204,Y,,0.00240566,2,1,2
A564,DS-17,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,24-Jul,9,1,3.06,Y,8.4,Y,0.0234,Y,,0.002785714,2,1,2
A557,MJT73,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,24-Jul,9,1,2.9,Y,8.81,Y,0.0259,Y,,0.002939841,2,1,2
A561,C03,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,23-Jul,8,1,3.68,Y,9.3,Y,0.0315,Y,,0.003387097,3,2,2
A555,MJT93,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,24-Jul,9,1,3.42,Y,9.24,Y,0.0317,Y,,0.003430736,3,2,2
A563,C06,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,26-Jul,11,1,3.15,Y,8.65,Y,0.0331,Y,,0.00382659,2,2,2
A560,EVB55,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,21-Jul,6,1,3.17,Y,10,Y,0.0335,Y,,0.00335,3,2,2
A552,EVB66,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,23-Jul,8,1,2.95,Y,9.61,Y,0.0351,Y,,0.003652445,3,2,2
A558,MJT97,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,24-Jul,9,1,3.68,Y,10.24,Y,0.0356,Y,,0.003476563,3,2,2
A559,MJT90,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,25-Jul,10,1,3.07,Y,9.13,Y,0.0374,Y,,0.004096386,3,2,2
A556,MJT102,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,27-Jul,12,1,3.24,Y,8.59,Y,0.041,Y,,0.004772992,2,3,2
A553,C02,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,03_Paerug,03_Pa_0.1,19-Jul,4,1,3.48,Y,9.98,Y,0.0442,Y,,0.004428858,3,3,2
